Group,Subj,Period,Stage,ExptStage,DayPeriod,MagEntries
Saline,20,CSPre,No Infusion,NoInfusion,17,6.4375
Saline,20,CSPre,Post,PostAcquisition,Post,7.25
Saline,20,PreCS,Acquisition,Acquisition,1,2.1875
Saline,20,PreCS,Acquisition,Acquisition,2,3.125
Saline,20,PreCS,Acquisition,Acquisition,3,1.4375
Saline,20,PreCS,Acquisition,Acquisition,4,0.625
Saline,20,PreCS,Acquisition,Acquisition,5,1.4375
Saline,20,PreCS,Acquisition,Acquisition,6,2.375
Saline,20,PreCS,Acquisition,Acquisition,7,1.0625
Saline,20,PreCS,Acquisition,Acquisition,8,1.75
Saline,20,PreCS,Acquisition,Acquisition,9,2.1875
Saline,20,PreCS,Infusion,Infusion,12,0.1875
Saline,20,PreCS,Infusion,Infusion,13,0
Saline,20,PreCS,Infusion,Infusion,14,0.5
Saline,20,PreCS,Infusion,Infusion,15,1
Saline,20,PreCS,No Infusion,NoInfusion,16,0.625
Saline,20,PreCS,No Infusion,NoInfusion,17,1.1875
Saline,20,PreCS,Post,PostAcquisition,Post,0.75
Saline,22,CS,Acquisition,Acquisition,1,3.25
Saline,22,CS,Acquisition,Acquisition,2,6.5
Saline,22,CS,Acquisition,Acquisition,3,6.0625
Saline,22,CS,Acquisition,Acquisition,4,7.0625
Saline,22,CS,Acquisition,Acquisition,5,4.6875
Saline,22,CS,Acquisition,Acquisition,6,4.3125
Saline,22,CS,Acquisition,Acquisition,7,5.0625
Saline,22,CS,Acquisition,Acquisition,8,6.25
Saline,22,CS,Acquisition,Acquisition,9,4.125
Saline,22,CS,Infusion,Infusion,12,7.875
Saline,22,CS,Infusion,Infusion,13,8
Saline,22,CS,Infusion,Infusion,14,8.125
Saline,22,CS,Infusion,Infusion,15,9.125
Saline,22,CS,No Infusion,NoInfusion,16,15.625
Saline,22,CS,No Infusion,NoInfusion,17,19.5625
Saline,22,CS,Post,PostAcquisition,Post,6.15625
Saline,22,CSPre,Acquisition,Acquisition,1,-0.5
Saline,22,CSPre,Acquisition,Acquisition,2,3.1875
Saline,22,CSPre,Acquisition,Acquisition,3,4.5
Saline,22,CSPre,Acquisition,Acquisition,4,4
Saline,22,CSPre,Acquisition,Acquisition,5,3.25
Saline,22,CSPre,Acquisition,Acquisition,6,3.3125
Saline,22,CSPre,Acquisition,Acquisition,7,2.875
Saline,22,CSPre,Acquisition,Acquisition,8,4.3125
Saline,22,CSPre,Acquisition,Acquisition,9,3.0625
Saline,22,CSPre,Infusion,Infusion,12,7.5
Saline,22,CSPre,Infusion,Infusion,13,7.0625
Saline,22,CSPre,Infusion,Infusion,14,7.375
Saline,22,CSPre,Infusion,Infusion,15,8.375
Saline,22,CSPre,No Infusion,NoInfusion,16,13.5625
Saline,22,CSPre,No Infusion,NoInfusion,17,16.9375
Saline,22,CSPre,Post,PostAcquisition,Post,5.8125
Saline,22,PreCS,Acquisition,Acquisition,1,3.75
Saline,22,PreCS,Acquisition,Acquisition,2,3.3125
Saline,22,PreCS,Acquisition,Acquisition,3,1.5625
Saline,22,PreCS,Acquisition,Acquisition,4,3.0625
Saline,22,PreCS,Acquisition,Acquisition,5,1.4375
Saline,22,PreCS,Acquisition,Acquisition,6,1
Saline,22,PreCS,Acquisition,Acquisition,7,2.1875
Saline,22,PreCS,Acquisition,Acquisition,8,1.9375
Saline,22,PreCS,Acquisition,Acquisition,9,1.0625
Saline,22,PreCS,Infusion,Infusion,12,0.375
Saline,22,PreCS,Infusion,Infusion,13,0.9375
Saline,22,PreCS,Infusion,Infusion,14,0.75
Saline,22,PreCS,Infusion,Infusion,15,0.75
Saline,22,PreCS,No Infusion,NoInfusion,16,2.0625
Saline,22,PreCS,No Infusion,NoInfusion,17,2.625
Saline,22,PreCS,Post,PostAcquisition,Post,0.34375
Saline,26,CS,Acquisition,Acquisition,1,1.8125
Saline,26,CS,Acquisition,Acquisition,2,4.3125
Saline,26,CS,Acquisition,Acquisition,3,7.0625
Saline,26,CS,Acquisition,Acquisition,4,5.9375
Saline,26,CS,Acquisition,Acquisition,5,6.25
Saline,26,CS,Acquisition,Acquisition,6,5.5
Saline,26,CS,Acquisition,Acquisition,7,6.875
Saline,26,CS,Acquisition,Acquisition,8,9
Saline,26,CS,Acquisition,Acquisition,9,8.5625
Saline,26,CS,Infusion,Infusion,12,2.9375
Saline,26,CS,Infusion,Infusion,13,7.1875
Saline,26,CS,Infusion,Infusion,14,10.9375
Saline,26,CS,Infusion,Infusion,15,8.375
Saline,26,CS,No Infusion,NoInfusion,16,11.5625
Saline,26,CS,No Infusion,NoInfusion,17,10.6875
Saline,26,CS,Post,PostAcquisition,Post,4.65625
Saline,26,CSPre,Acquisition,Acquisition,1,0.625
Saline,26,CSPre,Acquisition,Acquisition,2,1.625
Saline,26,CSPre,Acquisition,Acquisition,3,2.75
Saline,26,CSPre,Acquisition,Acquisition,4,2.6875
Saline,26,CSPre,Acquisition,Acquisition,5,3.375
Saline,26,CSPre,Acquisition,Acquisition,6,4.1875
Saline,26,CSPre,Acquisition,Acquisition,7,3.8125
Saline,26,CSPre,Acquisition,Acquisition,8,7.5625
Saline,26,CSPre,Acquisition,Acquisition,9,6.75
Saline,26,CSPre,Infusion,Infusion,12,2.5625
Saline,26,CSPre,Infusion,Infusion,13,7.0625
Saline,26,CSPre,Infusion,Infusion,14,10.6875
Saline,26,CSPre,Infusion,Infusion,15,7.375
Saline,26,CSPre,No Infusion,NoInfusion,16,10.5625
Saline,26,CSPre,No Infusion,NoInfusion,17,10.5
Saline,26,CSPre,Post,PostAcquisition,Post,3.78125
Saline,26,PreCS,Acquisition,Acquisition,1,1.1875
Saline,26,PreCS,Acquisition,Acquisition,2,2.6875
Saline,26,PreCS,Acquisition,Acquisition,3,4.3125
Saline,26,PreCS,Acquisition,Acquisition,4,3.25
Saline,26,PreCS,Acquisition,Acquisition,5,2.875
Saline,26,PreCS,Acquisition,Acquisition,6,1.3125
Saline,26,PreCS,Acquisition,Acquisition,7,3.0625
Saline,26,PreCS,Acquisition,Acquisition,8,1.4375
Saline,26,PreCS,Acquisition,Acquisition,9,1.8125
Saline,26,PreCS,Infusion,Infusion,12,0.375
Saline,26,PreCS,Infusion,Infusion,13,0.125
Saline,26,PreCS,Infusion,Infusion,14,0.25
Saline,26,PreCS,Infusion,Infusion,15,1
Saline,26,PreCS,No Infusion,NoInfusion,16,1
Saline,26,PreCS,No Infusion,NoInfusion,17,0.1875
Saline,26,PreCS,Post,PostAcquisition,Post,0.875
Saline,28,CS,Acquisition,Acquisition,1,3.125
Saline,28,CS,Acquisition,Acquisition,2,6.5
Saline,28,CS,Acquisition,Acquisition,3,7.5
Saline,28,CS,Acquisition,Acquisition,4,6.9375
Saline,28,CS,Acquisition,Acquisition,5,6.5625
Saline,28,CS,Acquisition,Acquisition,6,5
Saline,28,CS,Acquisition,Acquisition,7,3.3125
Saline,28,CS,Acquisition,Acquisition,8,3.75
Saline,28,CS,Acquisition,Acquisition,9,3.3125
Saline,28,CS,Infusion,Infusion,12,7.25
Saline,28,CS,Infusion,Infusion,13,6.25
Saline,28,CS,Infusion,Infusion,14,8.0625
Saline,28,CS,Infusion,Infusion,15,5.5
Saline,28,CS,No Infusion,NoInfusion,16,6.5
Saline,28,CS,No Infusion,NoInfusion,17,5.375
Saline,28,CS,Post,PostAcquisition,Post,6.9375
Saline,28,CSPre,Acquisition,Acquisition,1,0.875
Saline,28,CSPre,Acquisition,Acquisition,2,4.6875
Saline,28,CSPre,Acquisition,Acquisition,3,6.8125
Saline,28,CSPre,Acquisition,Acquisition,4,5.25
Saline,28,CSPre,Acquisition,Acquisition,5,4.6875
Saline,28,CSPre,Acquisition,Acquisition,6,4.4375
Saline,28,CSPre,Acquisition,Acquisition,7,2.0625
Saline,28,CSPre,Acquisition,Acquisition,8,3.0625
Saline,28,CSPre,Acquisition,Acquisition,9,2.375
Saline,28,CSPre,Infusion,Infusion,12,7.125
Saline,28,CSPre,Infusion,Infusion,13,5.625
Saline,28,CSPre,Infusion,Infusion,14,7.9375
Saline,28,CSPre,Infusion,Infusion,15,4.875
Saline,28,CSPre,No Infusion,NoInfusion,16,6.25
Saline,28,CSPre,No Infusion,NoInfusion,17,4.9375
Saline,28,CSPre,Post,PostAcquisition,Post,6.1875
Saline,28,PreCS,Acquisition,Acquisition,1,2.25
Saline,28,PreCS,Acquisition,Acquisition,2,1.8125
Saline,28,PreCS,Acquisition,Acquisition,3,0.6875
Saline,28,PreCS,Acquisition,Acquisition,4,1.6875
Saline,28,PreCS,Acquisition,Acquisition,5,1.875
Saline,28,PreCS,Acquisition,Acquisition,6,0.5625
Saline,28,PreCS,Acquisition,Acquisition,7,1.25
Saline,28,PreCS,Acquisition,Acquisition,8,0.6875
Saline,28,PreCS,Acquisition,Acquisition,9,0.9375
Saline,28,PreCS,Infusion,Infusion,12,0.125
Saline,28,PreCS,Infusion,Infusion,13,0.625
Saline,28,PreCS,Infusion,Infusion,14,0.125
Saline,28,PreCS,Infusion,Infusion,15,0.625
Saline,28,PreCS,No Infusion,NoInfusion,16,0.25
Saline,28,PreCS,No Infusion,NoInfusion,17,0.4375
Saline,28,PreCS,Post,PostAcquisition,Post,0.75
Saline,32,CS,Acquisition,Acquisition,1,3.125
Saline,32,CS,Acquisition,Acquisition,2,4
Saline,32,CS,Acquisition,Acquisition,3,4.75
Saline,32,CS,Acquisition,Acquisition,4,4.5625
Saline,32,CS,Acquisition,Acquisition,5,5
Saline,32,CS,Acquisition,Acquisition,6,5.25
Saline,32,CS,Acquisition,Acquisition,7,5.4375
Saline,32,CS,Acquisition,Acquisition,8,4.75
Saline,32,CS,Acquisition,Acquisition,9,5.625
Saline,32,CS,Infusion,Infusion,12,2.875
Saline,32,CS,Infusion,Infusion,13,2.3125
Saline,32,CS,Infusion,Infusion,14,5
Saline,32,CS,Infusion,Infusion,15,4.25
Saline,32,CS,No Infusion,NoInfusion,16,2.8125
Saline,32,CS,No Infusion,NoInfusion,17,6.3125
Saline,32,CS,Post,PostAcquisition,Post,6.71875
Saline,32,CSPre,Acquisition,Acquisition,1,-0.75
Saline,32,CSPre,Acquisition,Acquisition,2,2.5625
Saline,32,CSPre,Acquisition,Acquisition,3,4.25
Saline,32,CSPre,Acquisition,Acquisition,4,3.875
Saline,32,CSPre,Acquisition,Acquisition,5,3.875
Saline,32,CSPre,Acquisition,Acquisition,6,3.8125
Saline,32,CSPre,Acquisition,Acquisition,7,4.875
Saline,32,CSPre,Acquisition,Acquisition,8,4.375
Saline,32,CSPre,Acquisition,Acquisition,9,3.75
Saline,32,CSPre,Infusion,Infusion,12,1.625
Saline,32,CSPre,Infusion,Infusion,13,2.0625
Saline,32,CSPre,Infusion,Infusion,14,4.5625
Saline,32,CSPre,Infusion,Infusion,15,4.1875
Saline,32,CSPre,No Infusion,NoInfusion,16,2.6875
Saline,32,CSPre,No Infusion,NoInfusion,17,6.25
Saline,32,CSPre,Post,PostAcquisition,Post,6.03125
Saline,32,PreCS,Acquisition,Acquisition,1,3.875
Saline,32,PreCS,Acquisition,Acquisition,2,1.4375
Saline,32,PreCS,Acquisition,Acquisition,3,0.5
Saline,32,PreCS,Acquisition,Acquisition,4,0.6875
Saline,32,PreCS,Acquisition,Acquisition,5,1.125
Saline,32,PreCS,Acquisition,Acquisition,6,1.4375
Saline,32,PreCS,Acquisition,Acquisition,7,0.5625
Saline,32,PreCS,Acquisition,Acquisition,8,0.375
Saline,32,PreCS,Acquisition,Acquisition,9,1.875
Saline,32,PreCS,Infusion,Infusion,12,1.25
Saline,32,PreCS,Infusion,Infusion,13,0.25
Saline,32,PreCS,Infusion,Infusion,14,0.4375
Saline,32,PreCS,Infusion,Infusion,15,0.0625
Saline,32,PreCS,No Infusion,NoInfusion,16,0.125
Saline,32,PreCS,No Infusion,NoInfusion,17,0.0625
Saline,32,PreCS,Post,PostAcquisition,Post,0.6875
