Group,Subj,Period,Stage,Day,MagEntries
Saline,26,PreCS,Acquisition,Day4,3.25
Saline,26,PreCS,Acquisition,Day5,2.875
Saline,26,PreCS,Acquisition,Day6,1.3125
Saline,26,PreCS,Acquisition,Day7,3.0625
Saline,26,PreCS,Acquisition,Day8,1.4375
Saline,26,PreCS,Acquisition,Day9,1.8125
Saline,26,PreCS,PostAcquisition,Day10,0.375
Saline,26,PreCS,PostAcquisition,Day11,1.375
Saline,26,PreCS,Infusion,Day12,0.375
Saline,26,PreCS,Infusion,Day13,0.125
Saline,26,PreCS,Infusion,Day14,0.25
Saline,26,PreCS,Infusion,Day15,1
Saline,26,PreCS,NoInfusion,Day16,1
Saline,26,PreCS,NoInfusion,Day17,0.1875
Saline,26,CS,Acquisition,Day1,1.8125
Saline,26,CS,Acquisition,Day2,4.3125
Saline,26,CS,Acquisition,Day3,7.0625
Saline,26,CS,Acquisition,Day4,5.9375
Saline,26,CS,Acquisition,Day5,6.25
Saline,26,CS,Acquisition,Day6,5.5
Saline,26,CS,Acquisition,Day7,6.875
Saline,26,CS,Acquisition,Day8,9
Saline,26,CS,Acquisition,Day9,8.5625
Saline,26,CS,PostAcquisition,Day10,7.3125
Saline,26,CS,PostAcquisition,Day11,2
Saline,26,CS,Infusion,Day12,2.9375
Saline,26,CS,Infusion,Day13,7.1875
Saline,26,CS,Infusion,Day14,10.9375
Saline,26,CS,Infusion,Day15,8.375
Saline,26,CS,NoInfusion,Day16,11.5625
Saline,26,CS,NoInfusion,Day17,10.6875
Saline,26,CSPre,Acquisition,Day1,0.625
Saline,26,CSPre,Acquisition,Day2,1.625
Saline,26,CSPre,Acquisition,Day3,2.75
Saline,26,CSPre,Acquisition,Day4,2.6875
Saline,26,CSPre,Acquisition,Day5,3.375
Saline,26,CSPre,Acquisition,Day6,4.1875
Saline,26,CSPre,Acquisition,Day7,3.8125
Saline,26,CSPre,Acquisition,Day8,7.5625
Saline,26,CSPre,Acquisition,Day9,6.75
Saline,26,CSPre,PostAcquisition,Day10,6.9375
Saline,26,CSPre,PostAcquisition,Day11,0.625
Saline,26,CSPre,Infusion,Day12,2.5625
Saline,26,CSPre,Infusion,Day13,7.0625
Saline,26,CSPre,Infusion,Day14,10.6875
Saline,26,CSPre,Infusion,Day15,7.375
Saline,26,CSPre,NoInfusion,Day16,10.5625
Saline,26,CSPre,NoInfusion,Day17,10.5
Saline,28,PreCS,Acquisition,Day1,2.25
Saline,28,PreCS,Acquisition,Day2,1.8125
Saline,28,PreCS,Acquisition,Day3,0.6875
Saline,28,PreCS,Acquisition,Day4,1.6875
Saline,28,PreCS,Acquisition,Day5,1.875
Saline,28,PreCS,Acquisition,Day6,0.5625
Saline,28,PreCS,Acquisition,Day7,1.25
Saline,28,PreCS,Acquisition,Day8,0.6875
Saline,28,PreCS,Acquisition,Day9,0.9375
Saline,28,PreCS,PostAcquisition,Day10,1.125
Saline,28,PreCS,PostAcquisition,Day11,0.375
Saline,28,PreCS,Infusion,Day12,0.125
Saline,28,PreCS,Infusion,Day13,0.625
Saline,28,PreCS,Infusion,Day14,0.125
Saline,28,PreCS,Infusion,Day15,0.625
Saline,28,PreCS,NoInfusion,Day16,0.25
Saline,28,PreCS,NoInfusion,Day17,0.4375
Saline,28,CS,Acquisition,Day1,3.125
Saline,28,CS,Acquisition,Day2,6.5
Saline,28,CS,Acquisition,Day3,7.5
Saline,28,CS,Acquisition,Day4,6.9375
Saline,28,CS,Acquisition,Day5,6.5625
Saline,28,CS,Acquisition,Day6,5
Saline,28,CS,Acquisition,Day7,3.3125
Saline,28,CS,Acquisition,Day8,3.75
Saline,28,CS,Acquisition,Day9,3.3125
Saline,28,CS,PostAcquisition,Day10,9.375
Saline,28,CS,PostAcquisition,Day11,4.5
Saline,28,CS,Infusion,Day12,7.25
Saline,28,CS,Infusion,Day13,6.25
Saline,28,CS,Infusion,Day14,8.0625
Saline,28,CS,Infusion,Day15,5.5
Saline,28,CS,NoInfusion,Day16,6.5
Saline,28,CS,NoInfusion,Day17,5.375
Saline,28,CSPre,Acquisition,Day1,0.875
Saline,28,CSPre,Acquisition,Day2,4.6875
Saline,28,CSPre,Acquisition,Day3,6.8125
Saline,28,CSPre,Acquisition,Day4,5.25
Saline,28,CSPre,Acquisition,Day5,4.6875
Saline,28,CSPre,Acquisition,Day6,4.4375
Saline,28,CSPre,Acquisition,Day7,2.0625
Saline,28,CSPre,Acquisition,Day8,3.0625
Saline,28,CSPre,Acquisition,Day9,2.375
Saline,28,CSPre,PostAcquisition,Day10,8.25
Saline,28,CSPre,PostAcquisition,Day11,4.125
Saline,28,CSPre,Infusion,Day12,7.125
Saline,28,CSPre,Infusion,Day13,5.625
Saline,28,CSPre,Infusion,Day14,7.9375
Saline,28,CSPre,Infusion,Day15,4.875
Saline,28,CSPre,NoInfusion,Day16,6.25
Saline,28,CSPre,NoInfusion,Day17,4.9375
Saline,32,PreCS,Acquisition,Day1,3.875
Saline,32,PreCS,Acquisition,Day2,1.4375
Saline,32,PreCS,Acquisition,Day3,0.5
Saline,32,PreCS,Acquisition,Day4,0.6875
Saline,32,PreCS,Acquisition,Day5,1.125
Saline,32,PreCS,Acquisition,Day6,1.4375
Saline,32,PreCS,Acquisition,Day7,0.5625
Saline,32,PreCS,Acquisition,Day8,0.375
Saline,32,PreCS,Acquisition,Day9,1.875
Saline,32,PreCS,PostAcquisition,Day10,0.3125
Saline,32,PreCS,PostAcquisition,Day11,1.0625
Saline,32,PreCS,Infusion,Day12,1.25
Saline,32,PreCS,Infusion,Day13,0.25
Saline,32,PreCS,Infusion,Day14,0.4375
Saline,32,PreCS,Infusion,Day15,0.0625
Saline,32,PreCS,NoInfusion,Day16,0.125
Saline,32,PreCS,NoInfusion,Day17,0.0625
Saline,32,CS,Acquisition,Day1,3.125
Saline,32,CS,Acquisition,Day2,4
Saline,32,CS,Acquisition,Day3,4.75
Saline,32,CS,Acquisition,Day4,4.5625
Saline,32,CS,Acquisition,Day5,5
Saline,32,CS,Acquisition,Day6,5.25
Saline,32,CS,Acquisition,Day7,5.4375
Saline,32,CS,Acquisition,Day8,4.75
Saline,32,CS,Acquisition,Day9,5.625
Saline,32,CS,PostAcquisition,Day10,7.9375
Saline,32,CS,PostAcquisition,Day11,5.5
Saline,32,CS,Infusion,Day12,2.875
Saline,32,CS,Infusion,Day13,2.3125
Saline,32,CS,Infusion,Day14,5
Saline,32,CS,Infusion,Day15,4.25
Saline,32,CS,NoInfusion,Day16,2.8125
Saline,32,CS,NoInfusion,Day17,6.3125
Saline,32,CSPre,Acquisition,Day1,-0.75
Saline,32,CSPre,Acquisition,Day2,2.5625
Saline,32,CSPre,Acquisition,Day3,4.25
Saline,32,CSPre,Acquisition,Day4,3.875
Saline,32,CSPre,Acquisition,Day5,3.875
Saline,32,CSPre,Acquisition,Day6,3.8125
Saline,32,CSPre,Acquisition,Day7,4.875
Saline,32,CSPre,Acquisition,Day8,4.375
Saline,32,CSPre,Acquisition,Day9,3.75
Saline,32,CSPre,PostAcquisition,Day10,7.625
Saline,32,CSPre,PostAcquisition,Day11,4.4375
Saline,32,CSPre,Infusion,Day12,1.625
Saline,32,CSPre,Infusion,Day13,2.0625
Saline,32,CSPre,Infusion,Day14,4.5625
Saline,32,CSPre,Infusion,Day15,4.1875
Saline,32,CSPre,NoInfusion,Day16,2.6875
Saline,32,CSPre,NoInfusion,Day17,6.25
